datetime,price,price,price,price,load,load,load,load
6/2/2023 11:00,33.014718,15.288791,82.357139,17.93525136,90364.69444,70579,116221,15102.8404
6/2/2023 12:00,33.34413857,15.288791,82.357139,17.79755703,90902.81081,70579,116221,15247.09334
6/2/2023 13:00,33.78974245,15.288791,82.357139,17.76900476,91558.57895,70579,116221,15573.43855
6/2/2023 14:00,34.44509059,15.288791,82.357139,18.00495527,92295.89744,70579,120314,16042.17788
6/2/2023 15:00,35.33783075,15.288791,82.357139,18.6479368,93087.25,70579,123950,16607.29571
6/2/2023 16:00,36.59519798,15.288791,86.889887,20.09656125,93899.87805,70579,126405,17204.13183
6/2/2023 17:00,37.79589324,15.288791,87.024399,21.32067883,94675.57143,70579,126479,17721.01816
6/2/2023 18:00,38.53298719,15.288791,87.024399,21.61273792,95346.5814,70579,126479,18053.21055
6/2/2023 19:00,38.83441857,15.288791,87.024399,21.45332808,95876.72727,70579,126479,18185.305
6/2/2023 20:00,38.89244564,15.288791,87.024399,21.21171108,96279.68889,70579,126479,18179.55722
6/2/2023 21:00,38.78638967,15.288791,87.024399,20.98703161,96548.23913,70579,126479,18068.46488
6/2/2023 22:00,38.60842721,15.288791,87.024399,20.79348206,96645.31915,70579,126479,17883.37817
6/2/2023 23:00,38.33033221,15.288791,87.024399,20.66111628,96574.66667,70579,126479,17698.87682
6/3/2023 0:00,37.98908771,15.288791,87.024399,20.58383587,96329.02041,70579,126479,17597.7543
6/3/2023 1:00,37.60535874,15.288791,87.024399,20.55261232,95993.16,70579,126479,17578.42562
6/3/2023 2:00,37.20813671,15.288791,87.024399,20.54285102,95598.84314,70579,126479,17628.1253
6/3/2023 3:00,36.78607096,15.260718,87.024399,20.56689818,95172,70579,126479,17723.76348
6/3/2023 4:00,36.37364881,14.927697,87.024399,20.5882883,94733.15094,70579,126479,17840.90766
6/3/2023 5:00,35.97268272,14.72148,87.024399,20.60489528,94311.59259,70579,126479,17941.2592
6/3/2023 6:00,35.5881834,14.72148,87.024399,20.61142015,93920.87273,70579,126479,18009.00578
6/3/2023 7:00,35.23318161,14.72148,87.024399,20.59524019,93582.57143,70579,126479,18023.22277
6/3/2023 8:00,34.95838646,14.72148,87.024399,20.51569566,93332.05263,70579,126479,17961.43667
6/3/2023 9:00,34.76818714,14.72148,87.024399,20.38646272,93174.87931,70579,126479,17843.37767
6/3/2023 10:00,34.63305288,14.72148,87.024399,20.23659122,93102.30508,70579,126479,17697.66834
6/3/2023 11:00,34.57833157,14.72148,87.024399,20.06883851,93104.15,70579,126479,17547.05297
6/3/2023 12:00,34.57153423,14.72148,87.024399,19.9009663,93164.86885,70579,126479,17406.6743
6/3/2023 13:00,34.60825289,14.72148,87.024399,19.73928707,93269.24194,70579,126479,17282.95794
6/3/2023 14:00,34.69654914,14.72148,87.024399,19.59199094,93402.68254,70579,126479,17175.70044
6/3/2023 15:00,34.82718369,14.72148,87.024399,19.46395382,93553.98438,70579,126479,17081.77905
6/3/2023 16:00,35.00363762,14.72148,87.024399,19.36362251,93717.49231,70579,126479,16998.99308
6/3/2023 17:00,35.18588539,14.72148,87.024399,19.27105492,93875.87879,70579,126479,16916.73233
6/3/2023 18:00,35.28483499,14.72148,87.024399,19.14164789,94001.77612,70579,126479,16819.68473
6/3/2023 19:00,35.30001726,14.72148,87.024399,18.99867525,94076.76471,70579,126479,16705.14182
6/3/2023 20:00,35.23535258,14.72148,87.024399,18.86610991,94108.65217,70579,126479,16583.97039
6/3/2023 21:00,35.14281083,14.72148,87.024399,18.74489728,94089.35714,70579,126479,16464.14955
6/3/2023 22:00,34.98476176,14.72148,87.024399,18.65811167,93995.32394,70579,126479,16365.31749
6/3/2023 23:00,34.77171118,14.72148,87.024399,18.614244,93823.36111,70579,126479,16315.04154
6/4/2023 0:00,34.52073859,14.72148,87.024399,18.60848694,93563.39726,70579,126479,16352.89136
6/4/2023 1:00,34.25433661,14.72148,87.024399,18.62213906,93258.41892,70579,126479,16451.0389
6/4/2023 2:00,33.98208743,13.835648,87.024399,18.64555613,92925.14667,68263,126479,16592.45937
6/4/2023 3:00,33.69332439,12.036097,87.024399,18.69113508,92576.32895,66415,126479,16759.65754
6/4/2023 4:00,33.40936891,11.828752,87.024399,18.73420063,92224.36364,65475,126479,16933.07351
6/4/2023 5:00,33.12731608,11.409248,87.024399,18.77810997,91880.62821,65413,126479,17094.47985
6/4/2023 6:00,32.84382047,10.731163,87.024399,18.82673336,91551.89873,65413,126479,17234.03021
6/4/2023 7:00,32.58674939,10.731163,87.024399,18.84797271,91249.775,65413,126479,17336.5064
6/4/2023 8:00,32.35945269,10.731163,87.024399,18.84118538,90990.97531,65413,126479,17384.55301
6/4/2023 9:00,32.15714957,10.731163,87.024399,18.81392165,90779.29268,65413,126479,17382.92038
6/4/2023 10:00,31.97593042,10.731163,87.024399,18.77159475,90609.18072,65413,126479,17345.97449
6/4/2023 11:00,31.82129198,10.731163,87.024399,18.71192161,90478.33333,65413,126479,17282.82107
6/4/2023 12:00,31.68881892,10.731163,87.024399,18.64026285,90383.23529,65413,126479,17201.99726
6/4/2023 13:00,31.57879976,10.731163,87.024399,18.55835672,90319.65116,65413,126479,17110.6728
6/4/2023 14:00,31.50968849,10.731163,87.024399,18.46140163,90283.64368,65413,126479,17014.21643
6/4/2023 15:00,31.47669115,10.731163,87.024399,18.35760488,90277.30682,65413,126479,16916.25541
6/4/2023 16:00,31.477078,10.731163,87.024399,18.25300266,90300.59551,65413,126479,16821.30056
6/4/2023 17:00,31.50684953,10.731163,87.024399,18.15236542,90344.44444,65413,126479,16731.70391
6/4/2023 18:00,31.56344596,10.731163,87.024399,18.05930932,90384.56044,65413,126479,16642.89058
6/4/2023 19:00,31.58699578,10.731163,87.024399,17.96122865,90407.44565,65413,126479,16552.64903
6/4/2023 20:00,31.56901725,10.731163,87.024399,17.86418794,90410.64516,65413,126479,16462.47211
6/4/2023 21:00,31.53432753,10.731163,87.024399,17.77106725,90382.48936,65413,126479,16376.00037
6/4/2023 22:00,31.42252042,10.731163,87.024399,17.70984812,90299.24211,65413,126479,16308.85771
6/4/2023 23:00,31.27443563,10.731163,87.024399,17.67604182,90158.54167,65413,126479,16281.26338
6/5/2023 0:00,31.11938202,10.731163,87.024399,17.64992586,89963.27835,65413,126479,16310.01794
6/5/2023 1:00,30.9518949,10.731163,87.024399,17.63682021,89740.17347,65413,126479,16375.35564
6/5/2023 2:00,30.76763579,10.731163,87.024399,17.64212466,89502.44444,65413,126479,16462.41229
6/5/2023 3:00,30.5910528,10.731163,87.024399,17.64139544,89260.93,65351,126479,16556.16067
6/5/2023 4:00,30.42686567,10.731163,87.024399,17.6303529,89030.56436,65351,126479,16635.06216
6/5/2023 5:00,30.29728879,10.731163,87.024399,17.5916009,88833.76471,65351,126479,16671.40993
6/5/2023 6:00,30.18656822,10.731163,87.024399,17.54118408,88687.80583,65351,126479,16655.49034
6/5/2023 7:00,30.09151413,10.731163,87.024399,17.48271993,88586.52885,65351,126479,16606.59006
6/5/2023 8:00,30.00664062,10.731163,87.024399,17.42018846,88514.22857,65351,126479,16543.15519
6/5/2023 9:00,29.93675562,10.731163,87.024399,17.35196062,88465.16981,65351,126479,16471.9356
6/5/2023 10:00,29.8941875,10.731163,87.024399,17.27553036,88440.05607,65351,126479,16396.11175
6/5/2023 11:00,29.86969574,10.731163,87.024399,17.19649781,88438.71296,65351,126479,16319.32052
6/5/2023 12:00,29.87116848,10.731163,87.024399,17.11670615,88461.7156,65351,126479,16245.3676
6/5/2023 13:00,29.88767015,10.731163,87.024399,17.03888723,88510,65351,126479,16178.60346
6/5/2023 14:00,29.92682402,10.731163,87.024399,16.96627649,88580.75676,65351,126479,16122.14048
6/5/2023 15:00,30.00331102,10.731163,87.024399,16.90906511,88671.95536,65351,126479,16078.34836
6/5/2023 16:00,30.13889815,10.731163,87.024399,16.89500028,88783.77876,65351,126479,16050.48713
6/5/2023 17:00,30.30588454,10.731163,87.024399,16.9143086,88907.31579,65351,126479,16033.65616
6/5/2023 18:00,30.42358181,10.731163,87.024399,16.88719322,89024.37391,65351,126479,16012.45946
6/5/2023 19:00,30.49440281,10.731163,87.024399,16.83090323,89119.94828,65351,126479,15975.88495
6/5/2023 20:00,30.52220713,10.731163,87.024399,16.76089768,89191.76068,65351,126479,15925.82878
6/5/2023 21:00,30.52965623,10.731163,87.024399,16.68931237,89231.66949,65351,126479,15863.54839
6/5/2023 22:00,30.51203394,10.731163,87.024399,16.6195563,89216.63025,65351,126479,15797.03887
6/5/2023 23:00,30.43142915,10.731163,87.024399,16.57311733,89144.60833,65351,126479,15750.29737
6/6/2023 0:00,30.34096427,10.731163,87.024399,16.53389148,89022.99174,65351,126479,15741.48226
6/6/2023 1:00,30.23492043,10.731163,87.024399,16.50703611,88873.5082,65351,126479,15763.01073
6/6/2023 2:00,30.11117991,10.731163,87.024399,16.49642753,88708.25203,65351,126479,15804.90203
6/6/2023 3:00,29.97687865,10.731163,87.024399,16.49715829,88535.55645,65351,126479,15857.5604
6/6/2023 4:00,29.85209288,10.731163,87.024399,16.48962884,88369.176,65351,126479,15902.66039
6/6/2023 5:00,29.74610364,10.731163,87.024399,16.46657357,88227.76984,65351,126479,15918.2571
6/6/2023 6:00,29.66570537,10.731163,87.024399,16.42610695,88127.56693,65351,126479,15895.12596
6/6/2023 7:00,29.59542543,10.731163,87.024399,16.38061882,88064.14844,65351,126479,15848.67261
6/6/2023 8:00,29.54419915,10.731163,87.024399,16.32687659,88025.97674,65351,126479,15792.59445
6/6/2023 9:00,29.51008708,10.731163,87.024399,16.26812102,88008.8,65351,126479,15732.48279
6/6/2023 10:00,29.50746776,10.731163,87.024399,16.20545826,88014.58779,65351,126479,15671.99643
6/6/2023 11:00,29.52161695,10.731163,87.024399,16.14430534,88043.65909,65351,126479,15615.63748
6/6/2023 12:00,29.55197252,10.731163,87.024399,16.086846,88096.17293,65351,126479,15568.15898
6/6/2023 13:00,29.60757584,10.731163,87.024399,16.03917523,88171.76119,65351,126479,15534.1843
6/6/2023 14:00,29.68339145,10.731163,87.024399,16.00347801,88266.11852,65351,126479,15514.89609
6/6/2023 15:00,29.79544458,10.731163,87.024399,15.99755577,88377.125,65351,126479,15511.44095
6/6/2023 16:00,29.97463328,10.731163,87.024399,16.07603463,88502.0219,65351,126479,15523.29677
6/6/2023 17:00,30.21647962,10.731163,87.024399,16.26726917,88631.96377,65351,126479,15541.6837
6/6/2023 18:00,30.41473829,10.731163,87.024399,16.37589949,88751.76978,65351,126479,15549.55781
6/6/2023 19:00,30.54980899,10.731163,87.024399,16.39496801,88850.42143,65351,126479,15537.43097
6/6/2023 20:00,30.59786204,10.731163,87.024399,16.34627158,88926.50355,65351,126479,15508.17747
6/6/2023 21:00,30.6125371,10.731163,87.024399,16.28914164,88974.97183,65351,126479,15463.87571
6/6/2023 22:00,30.59689827,10.731163,87.024399,16.23276148,88976.6993,65351,126479,15409.34309
6/6/2023 23:00,30.55028999,10.731163,87.024399,16.18557029,88929.94444,65351,126479,15365.61637
6/7/2023 0:00,30.47647501,10.731163,87.024399,16.15374525,88830.02069,65351,126479,15359.37361
6/7/2023 1:00,30.38744142,10.731163,87.024399,16.13385305,88706.86986,65351,126479,15378.4799
6/7/2023 2:00,30.28329555,10.731163,87.024399,16.12801117,88569.78231,65351,126479,15415.58846
6/7/2023 3:00,30.17265972,10.731163,87.024399,16.12931594,88426.33108,65351,126479,15461.86756
6/7/2023 4:00,30.06783602,10.731163,87.024399,16.12557728,88287.38926,65351,126479,15502.59445
6/7/2023 5:00,29.98313197,10.731163,87.024399,16.10482111,88168.59333,65351,126479,15518.83854
6/7/2023 6:00,29.9172514,10.731163,87.024399,16.07145105,88083.68874,65351,126479,15502.17128
6/7/2023 7:00,29.85161325,10.731163,87.024399,16.03857446,88028.60526,65351,126479,15465.67185
6/7/2023 8:00,29.7899748,10.731163,87.024399,16.00390021,87992.02614,65351,126479,15421.35292
6/7/2023 9:00,29.7433322,10.731163,87.024399,15.96201226,87968.72078,65351,126479,15373.59433
6/7/2023 10:00,29.70496756,10.731163,87.024399,15.91727106,87958.76774,65351,126479,15324.09978
6/7/2023 11:00,29.67490928,10.731163,87.024399,15.87028313,87961.02564,65351,126479,15274.61325
6/7/2023 12:00,29.66188108,10.731163,87.024399,15.8201773,87975.33121,65351,126479,15226.63254
6/7/2023 13:00,29.65955446,10.731163,87.024399,15.76974121,88003.35443,65351,126479,15182.14946
6/7/2023 14:00,29.65847638,10.731163,87.024399,15.71976363,88041.8239,65351,126479,15141.80043
6/7/2023 15:00,29.67483886,10.731163,87.024399,15.6716192,88089.8625,65351,126479,15106.33569
6/7/2023 16:00,29.72184156,10.731163,87.024399,15.63394833,88147.40994,65351,126479,15076.74714
6/7/2023 17:00,29.78882714,10.731163,87.024399,15.60862283,88209.91358,65351,126479,15050.89159
6/7/2023 18:00,29.83563813,10.731163,87.024399,15.5718464,88266.20859,65351,126479,15021.57037
6/7/2023 19:00,29.84076177,10.731163,87.024399,15.52414517,88308.12805,65351,126479,14985.03997
6/7/2023 20:00,29.83392038,10.731163,87.024399,15.47699259,88334.61818,65351,126479,14943.1587
6/7/2023 21:00,29.82108249,10.731163,87.024399,15.43090785,88343.10843,65351,126479,14898.20918
6/7/2023 22:00,29.76597517,10.731163,87.024399,15.40083278,88316.71257,65351,126479,14857.18359
6/7/2023 23:00,29.6980752,10.731163,87.024399,15.37985452,88253.52976,65351,126479,14835.2553
6/8/2023 0:00,29.67639742,10.731163,87.024399,15.39640291,88214.85714,65351,126479,14869.817
6/8/2023 1:00,29.66289361,10.731163,87.024399,15.40794989,88179.92857,65351,126479,14909.15042
6/8/2023 2:00,29.64631995,10.731163,87.024399,15.42419894,88148.26786,65351,126479,14949.34099
6/8/2023 3:00,29.63016591,10.731163,87.024399,15.44073816,88119.41667,65351,126479,14988.0785
6/8/2023 4:00,29.6121674,10.731163,87.024399,15.45833464,88093,65351,126479,15022.71293
6/8/2023 5:00,29.59944206,10.731163,87.024399,15.46843978,88066.74405,65351,126479,15052.03662
6/8/2023 6:00,29.58479302,10.731163,87.024399,15.47663365,88039.54762,65351,126479,15073.35096
6/8/2023 7:00,29.56494033,10.731163,87.024399,15.48661667,88010.77381,65351,126479,15087.39209
6/8/2023 8:00,29.53545148,10.731163,87.024399,15.49657039,87976.13095,65351,126479,15097.57403
6/8/2023 9:00,29.4836493,10.731163,87.024399,15.50572404,87930.48214,65351,126479,15103.59783
6/8/2023 10:00,29.43230415,10.731163,87.024399,15.50700157,87871.04762,65351,126479,15100.92653
6/8/2023 11:00,29.35258998,10.731163,87.024399,15.49332607,87795.41071,65351,126479,15083.33471
6/8/2023 12:00,29.23698952,10.731163,87.024399,15.44109668,87705.66071,65351,126479,15046.25755
6/8/2023 13:00,29.11895133,10.731163,87.024399,15.35798351,87602.22619,65351,126479,14983.05761
6/8/2023 14:00,28.96960267,10.731163,87.024399,15.21239053,87486.32143,65351,126479,14891.01115
6/8/2023 15:00,28.79315695,10.731163,87.024399,14.99447502,87361.04167,65351,126479,14770.50432
6/8/2023 16:00,28.56105398,10.731163,87.024399,14.5902149,87228.52381,65351,126479,14620.23486
6/8/2023 17:00,28.28355324,10.731163,87.024399,13.99199053,87095.20833,65351,126479,14455.46794
6/8/2023 18:00,28.08558001,10.731163,87.024399,13.66741857,86965.98214,65351,126479,14300.1821
6/8/2023 19:00,27.95733204,10.731163,87.024399,13.516138,86845.86905,65351,126479,14174.98761
6/8/2023 20:00,27.88244713,10.731163,87.024399,13.46104865,86733.76786,65351,126479,14076.35386
6/8/2023 21:00,27.83321792,10.731163,87.024399,13.4368733,86636.29762,65351,126479,14013.46865
6/8/2023 22:00,27.78481288,10.731163,87.024399,13.43982526,86550.74405,65351,126479,13996.80271
6/8/2023 23:00,27.7291732,10.731163,87.024399,13.45735098,86475.41667,65351,126479,14018.09367
6/9/2023 0:00,27.69515456,10.731163,87.024399,13.47666733,86409.29762,65351,126479,14066.32534
6/9/2023 1:00,27.66988199,10.731163,87.024399,13.49497059,86351.69643,65351,126479,14123.41685
6/9/2023 2:00,27.65002588,10.731163,87.024399,13.51276413,86301.60119,65351,126479,14181.41184
6/9/2023 3:00,27.63728292,10.731163,87.024399,13.52547679,86257.44048,65003,126479,14236.33649
6/9/2023 4:00,27.62416389,10.731163,87.024399,13.53835313,86217.51786,65003,126479,14285.10534
6/9/2023 5:00,27.61508036,10.731163,87.024399,13.54522914,86180,65003,126479,14323.87099
6/9/2023 6:00,27.60471609,10.731163,87.024399,13.55046343,86141.88095,65003,126479,14350.90606
6/9/2023 7:00,27.59166198,10.731163,87.024399,13.55638146,86102.89881,65003,126479,14366.62611
6/9/2023 8:00,27.57172029,10.731163,87.024399,13.56189725,86052.24405,65003,126479,14374.19893
6/9/2023 9:00,27.54379809,10.731163,87.024399,13.56715626,85982.68452,65003,126479,14368.22671
6/9/2023 10:00,27.4985702,10.731163,87.024399,13.56447621,85889.05357,65003,126479,14335.84428
6/9/2023 11:00,27.44106571,10.731163,87.024399,13.54870087,85769.3631,65003,126479,14263.11914
6/9/2023 12:00,27.33589211,10.731163,87.024399,13.47839087,85622.55357,65003,126479,14135.73734
6/9/2023 13:00,27.21172751,10.731163,87.024399,13.36136104,85451.50595,65003,126479,13940.63646
6/9/2023 14:00,27.03812251,10.731163,87.024399,13.12875882,85260.22619,65003,126479,13677.4003
6/9/2023 15:00,26.81420577,10.731163,87.024399,12.70287142,85052.94643,65003,126479,13347.43888
6/9/2023 16:00,26.49794314,10.731163,87.024399,11.82961199,84837.73214,65003,126479,12962.62803
6/9/2023 17:00,26.18558662,10.731163,69.490933,10.87625048,84625.49405,65003,123529,12562.47259
6/9/2023 18:00,25.96488389,10.731163,63.349428,10.35598255,84425.33333,65003,118673,12201.61292
6/9/2023 19:00,25.84038768,10.731163,63.349428,10.16759561,84242.8631,65003,114010,11912.16953
6/9/2023 20:00,25.77005221,10.731163,63.349428,10.09964155,84077.75595,65003,108633,11687.22086
6/9/2023 21:00,25.73894911,10.731163,63.349428,10.0821325,83933.66667,65003,106434,11530.847
6/9/2023 22:00,25.68989645,10.731163,63.349428,10.07925755,83807.46429,65003,106434,11457.51163
6/9/2023 23:00,25.65218343,10.731163,63.349428,10.09272035,83695.79762,65003,106434,11456.3118
6/10/2023 0:00,25.6211572,10.731163,63.349428,10.1132139,83610.63095,65003,106434,11503.10091
6/10/2023 1:00,25.59732707,10.731163,63.349428,10.13407207,83535.24405,65003,106434,11571.2632
6/10/2023 2:00,25.58202842,10.731163,63.349428,10.14853118,83468.39286,64652,106434,11647.92632
6/10/2023 3:00,25.56681223,10.731163,63.349428,10.16600046,83408.34524,63315,106434,11725.8685
6/10/2023 4:00,25.55151597,10.731163,63.349428,10.18402178,83354.77976,62914,106434,11799.02154
6/10/2023 5:00,25.53843982,10.731163,63.349428,10.19940937,83304.5119,62914,106434,11865.62064
6/10/2023 6:00,25.52624618,10.731163,63.349428,10.21350877,83255.10119,62914,106434,11926.65969
6/10/2023 7:00,25.5215186,10.731163,63.349428,10.21826327,83207.06548,62914,106434,11976.35201
6/10/2023 8:00,25.49960542,10.731163,63.349428,10.23503675,83153.97619,62914,106434,12013.47248
6/10/2023 9:00,25.45815967,10.731163,63.349428,10.25552095,83092.14286,62914,106434,12034.68829
6/10/2023 10:00,25.39912586,10.731163,63.349428,10.27630158,83020.92857,62914,106434,12035.55462
6/10/2023 11:00,25.3295618,10.731163,63.349428,10.2753342,82940.85119,62914,106434,12012.0678
6/10/2023 12:00,25.26223202,10.731163,63.349428,10.25413884,82855.44048,62914,106434,11963.7929
6/10/2023 13:00,25.18413036,10.731163,63.349428,10.21526089,82768.83333,62914,106434,11894.05048
6/10/2023 14:00,25.10942668,10.731163,63.349428,10.1506925,82685.57738,62914,106434,11809.56467
6/10/2023 15:00,25.03794539,10.731163,63.349428,10.06547307,82610.22619,62914,106434,11718.65549
6/10/2023 16:00,24.96852969,10.731163,63.349428,9.957620631,82544.44643,62914,106434,11627.50414
6/10/2023 17:00,24.90356871,10.731163,63.349428,9.847815178,82488.1369,62914,106434,11544.75615
6/10/2023 18:00,24.86902074,10.731163,63.349428,9.798185476,82440.45238,62914,106434,11478.74503
6/10/2023 19:00,24.84600484,10.731163,63.349428,9.775648122,82399.29167,62914,106434,11430.94401
6/10/2023 20:00,24.83955591,10.731163,63.349428,9.772028163,82362.47619,62914,106434,11395.88685
6/10/2023 21:00,24.83415988,10.731163,63.349428,9.770101892,82334.29762,62914,106434,11375.86323
6/10/2023 22:00,24.82140082,10.731163,63.349428,9.772700426,82310.47024,62914,106434,11369.3523
6/10/2023 23:00,24.80862368,10.731163,63.349428,9.780908376,82288.41667,62914,106434,11374.30365
6/11/2023 0:00,24.80159937,10.731163,63.349428,9.787368295,82275.64286,62914,106434,11383.9128
6/11/2023 1:00,24.78444978,10.731163,63.349428,9.807489379,82263.98214,62914,106434,11396.53324
6/11/2023 2:00,24.76969195,10.731163,63.349428,9.825911325,82253.85119,62914,106434,11409.80272
6/11/2023 3:00,24.76225324,10.731163,63.349428,9.836076806,82244.16071,62914,106434,11424.01788
6/11/2023 4:00,24.75603385,10.731163,63.349428,9.844630298,82235.27381,62914,106434,11437.71346
6/11/2023 5:00,24.75002613,10.39995,63.349428,9.853128297,82226.50595,62914,106434,11451.24278
6/11/2023 6:00,24.74053366,9.136429,63.349428,9.867472625,82216.54762,62914,106434,11466.23381
6/11/2023 7:00,24.72478622,9.136429,63.349428,9.889566678,82210.20238,62914,106434,11474.78395
6/11/2023 8:00,24.70655687,9.136429,63.349428,9.911925415,82211.25595,62914,106434,11473.69072
6/11/2023 9:00,24.69464539,9.136429,63.349428,9.923923493,82219.83333,62914,106434,11467.77658
6/11/2023 10:00,24.68978801,9.136429,63.349428,9.927854114,82236.72619,62914,106434,11461.62614
6/11/2023 11:00,24.69055126,9.136429,63.349428,9.927417926,82261.70238,62914,106434,11460.45719
6/11/2023 12:00,24.70398103,9.136429,63.349428,9.923323391,82294.14286,62914,106434,11468.54742
6/11/2023 13:00,24.72581271,9.136429,63.349428,9.921876146,82332.72619,62914,106434,11488.30409
6/11/2023 14:00,24.74817722,9.136429,63.349428,9.928014211,82375.14881,62914,106434,11519.45333
6/11/2023 15:00,24.77266196,9.136429,63.349428,9.942646807,82419.81548,62914,106434,11562.59452
6/11/2023 16:00,24.81214765,9.136429,63.349428,9.982659444,82464.72024,62914,106434,11615.91662
6/11/2023 17:00,24.86168893,9.136429,63.349428,10.04973764,82507.32143,62914,106434,11672.37359
6/11/2023 18:00,24.87092418,9.136429,63.349428,10.0613482,82546.97619,62914,106434,11722.84194
6/11/2023 19:00,24.86080652,9.136429,63.349428,10.05323753,82582.34524,62914,106434,11761.91941
6/11/2023 20:00,24.85387086,9.136429,63.349428,10.05013125,82614.19643,62914,106434,11791.25586
6/11/2023 21:00,24.84467479,9.136429,63.349428,10.04765808,82647.10119,62914,106434,11813.40543
6/11/2023 22:00,24.83817836,9.136429,63.349428,10.05056801,82679.31548,62914,106434,11820.30762
6/11/2023 23:00,24.84483635,9.136429,63.349428,10.04585144,82708.44048,62914,106434,11811.73955
6/12/2023 0:00,24.84246607,9.136429,63.349428,10.047942,82737.90476,62914,106434,11789.05719
6/12/2023 1:00,24.84601497,9.136429,63.349428,10.04444495,82765.66667,62914,106434,11759.83317
6/12/2023 2:00,24.84933204,9.136429,63.349428,10.04050449,82792.36905,62914,106434,11727.052
6/12/2023 3:00,24.84714124,9.136429,63.349428,10.04312126,82818.07143,62914,106434,11693.27984
6/12/2023 4:00,24.84260232,9.136429,63.349428,10.04822022,82843.39881,62914,106434,11661.18515
6/12/2023 5:00,24.83328557,9.136429,63.349428,10.05606213,82869.83333,62914,106434,11634.52096
6/12/2023 6:00,24.82646189,9.136429,63.349428,10.06050505,82898.5119,62914,106434,11617.95664
6/12/2023 7:00,24.82795661,9.136429,63.349428,10.05984728,82930.03571,62914,106434,11612.19224
6/12/2023 8:00,24.82831862,9.136429,63.349428,10.05971631,82963.68452,62914,106434,11614.74159
6/12/2023 9:00,24.83273013,9.136429,63.349428,10.05889523,82997.27381,62914,106434,11623.91677
