datetime_beginning_ept,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,forecast_hour_beginning_ept,forecast_load_mw,
6/6/2023 17:00,58.83,63.349428,4.243647,0.275781,6/6/2023 17:00,106434,
6/6/2023 18:00,53.65,57.774435,3.862997,0.261439,6/6/2023 18:00,105285,
6/6/2023 19:00,45.11,49.324636,3.99304,0.221596,6/6/2023 19:00,102563,
6/6/2023 20:00,34.81,37.325289,2.338945,0.176344,6/6/2023 20:00,99578,
6/6/2023 21:00,31.23,32.681721,1.332239,0.119482,6/6/2023 21:00,95809,
6/6/2023 22:00,27.37,28.376184,0.896192,0.109992,6/6/2023 22:00,89222,
6/6/2023 23:00,23.43,23.885307,0.357941,0.097366,6/6/2023 23:00,82244,
6/7/2023 0:00,19.47,19.847117,0.371204,0.005912,6/7/2023 0:00,74441,
6/7/2023 1:00,17.17,17.477571,0.311084,-0.003513,6/7/2023 1:00,70850,
6/7/2023 2:00,14.96,15.077999,0.141014,-0.023015,6/7/2023 2:00,68555,
6/7/2023 3:00,13.9,13.909192,0.0456,-0.036408,6/7/2023 3:00,67339,
6/7/2023 4:00,14.54,14.553929,0.03681,-0.022881,6/7/2023 4:00,67724,
6/7/2023 5:00,17.21,17.362229,0.166337,-0.014109,6/7/2023 5:00,70468,
6/7/2023 6:00,19.75,20.035165,0.28063,0.004535,6/7/2023 6:00,75348,
6/7/2023 7:00,19.81,19.940253,0.120584,0.009669,6/7/2023 7:00,79711,
6/7/2023 8:00,20.24,20.42093,0.172453,0.008477,6/7/2023 8:00,82432,
6/7/2023 9:00,22.22,22.607015,0.390902,-0.003886,6/7/2023 9:00,84403,
6/7/2023 10:00,23.12,23.796813,0.667332,0.00948,6/7/2023 10:00,86426,
6/7/2023 11:00,23.9,25.015875,1.069011,0.046864,6/7/2023 11:00,88311,
6/7/2023 12:00,26.24,27.629482,1.316858,0.072624,6/7/2023 12:00,90207,
6/7/2023 13:00,27.53,29.294275,1.65479,0.109485,6/7/2023 13:00,92403,
6/7/2023 14:00,27.6,29.48814,1.752544,0.135596,6/7/2023 14:00,94120,
6/7/2023 15:00,29.99,32.276474,2.154878,0.131597,6/7/2023 15:00,95728,
6/7/2023 16:00,34.53,37.242273,2.531081,0.181193,6/7/2023 16:00,97355,
6/7/2023 17:00,38.52,40.573505,1.862307,0.191198,6/7/2023 17:00,98273,
6/7/2023 18:00,35.67,37.41902,1.593455,0.155565,6/7/2023 18:00,97386,
6/7/2023 19:00,28.96,30.675915,1.601195,0.11472,6/7/2023 19:00,95141,
6/7/2023 20:00,27.76,28.711931,0.923999,0.027932,6/7/2023 20:00,92679,
6/7/2023 21:00,26.57,27.702831,1.094585,0.038246,6/7/2023 21:00,89744,
6/7/2023 22:00,20.34,20.61816,0.327816,-0.049655,6/7/2023 22:00,83935,
6/7/2023 23:00,18.24,18.358781,0.154593,-0.035812,6/7/2023 23:00,77702,
6/8/2023 0:00,16.02,16.189231,0.164555,0.004675,6/8/2023 0:00,71791,
6/8/2023 1:00,15.1,15.443457,0.378816,-0.035359,6/8/2023 1:00,68596,
6/8/2023 2:00,13,13.238254,0.277809,-0.039554,6/8/2023 2:00,66666,
6/8/2023 3:00,12.39,12.574912,0.233585,-0.048673,6/8/2023 3:00,65732,
6/8/2023 4:00,12.8,13.094751,0.356673,-0.061922,6/8/2023 4:00,66331,
6/8/2023 5:00,15.83,16.330563,0.544793,-0.04423,6/8/2023 5:00,69180,
6/8/2023 6:00,19.45,19.758622,0.347591,-0.03897,6/8/2023 6:00,74034,
6/8/2023 7:00,19.95,20.168571,0.285696,-0.067126,6/8/2023 7:00,78293,
6/8/2023 8:00,21.61,21.875197,0.317973,-0.052776,6/8/2023 8:00,80674,
6/8/2023 9:00,21.96,22.435357,0.535874,-0.060517,6/8/2023 9:00,82138,
6/8/2023 10:00,24.07,24.761466,0.747979,-0.056513,6/8/2023 10:00,83583,
6/8/2023 11:00,24.42,25.339784,0.949012,-0.029228,6/8/2023 11:00,84969,
6/8/2023 12:00,25.63,26.530988,0.936664,-0.035676,6/8/2023 12:00,86398,
6/8/2023 13:00,28.25,30.04136,1.784296,0.007064,6/8/2023 13:00,88085,
6/8/2023 14:00,29,31.311103,2.241304,0.069799,6/8/2023 14:00,89600,
6/8/2023 15:00,30.13,32.602081,2.436677,0.035404,6/8/2023 15:00,91081,
6/8/2023 16:00,31.99,34.79133,2.771655,0.029676,6/8/2023 16:00,92728,
6/8/2023 17:00,33.7,35.737015,1.985193,0.051822,6/8/2023 17:00,93824,
6/8/2023 18:00,32.2,34.093295,1.878227,0.015068,6/8/2023 18:00,93350,
6/8/2023 19:00,31.28,33.185977,1.940086,-0.034109,6/8/2023 19:00,91568,
6/8/2023 20:00,30.45,31.493424,1.139371,-0.095947,6/8/2023 20:00,89728,
6/8/2023 21:00,28.93,30.287746,1.497357,-0.139612,6/8/2023 21:00,87505,
6/8/2023 22:00,22.36,22.928338,0.715783,-0.147445,6/8/2023 22:00,82119,
6/8/2023 23:00,18.71,18.872358,0.279137,-0.116779,6/8/2023 23:00,76250,
6/9/2023 0:00,17.2,17.253324,0.080062,-0.026737,6/9/2023 0:00,70706,
6/9/2023 1:00,15.66,15.85087,0.202082,-0.011212,6/9/2023 1:00,67655,
6/9/2023 2:00,13.88,13.962928,0.104572,-0.021644,6/9/2023 2:00,65832,
6/9/2023 3:00,13.14,13.166542,0.053004,-0.026463,6/9/2023 3:00,65003,
6/9/2023 4:00,13.33,13.3262,0.033875,-0.037675,6/9/2023 4:00,65567,
6/9/2023 5:00,16.53,16.666829,0.173881,-0.037052,6/9/2023 5:00,68355,
6/9/2023 6:00,19.72,19.937915,0.204406,0.01351,6/9/2023 6:00,72851,
6/9/2023 7:00,20.37,20.393828,0.037848,-0.01402,6/9/2023 7:00,77092,
6/9/2023 8:00,21.73,22.178512,0.44059,0.007922,6/9/2023 8:00,79687,
6/9/2023 9:00,22.09,22.672689,0.557669,0.02502,6/9/2023 9:00,81401,
6/9/2023 10:00,23.58,24.52112,0.890277,0.050843,6/9/2023 10:00,83005,
6/9/2023 11:00,25.26,26.336316,1.025918,0.050397,6/9/2023 11:00,84412,
6/9/2023 12:00,26.34,27.534115,1.113159,0.080957,6/9/2023 12:00,85611,
6/9/2023 13:00,27.8,29.417433,1.537327,0.080105,6/9/2023 13:00,87086,
6/9/2023 14:00,28.26,30.182679,1.820431,0.102248,6/9/2023 14:00,88179,
6/9/2023 15:00,30.06,32.536685,2.331503,0.145182,6/9/2023 15:00,89127,
6/9/2023 16:00,31.08,33.757766,2.488821,0.188945,6/9/2023 16:00,90249,
6/9/2023 17:00,32.03,34.548503,2.366385,0.152118,6/9/2023 17:00,90823,
6/9/2023 18:00,30.39,32.412875,1.918498,0.104377,6/9/2023 18:00,89902,
6/9/2023 19:00,29.24,30.880604,1.60092,0.039684,6/9/2023 19:00,88018,
6/9/2023 20:00,28.43,29.629278,1.159181,0.040097,6/9/2023 20:00,86272,
6/9/2023 21:00,27.78,28.78855,0.949261,0.059289,6/9/2023 21:00,84426,
6/9/2023 22:00,21.76,22.181308,0.416508,0.004801,6/9/2023 22:00,79909,
6/9/2023 23:00,18.68,18.92408,0.235714,0.008366,6/9/2023 23:00,74494,
6/10/2023 0:00,16.3,16.396944,0.101889,-0.004946,6/10/2023 0:00,70230,
6/10/2023 1:00,14.71,14.799177,0.096153,-0.006976,6/10/2023 1:00,66871,
6/10/2023 2:00,14.75,14.776862,0.035294,-0.008432,6/10/2023 2:00,64652,
6/10/2023 3:00,12.66,12.704399,0.05796,-0.01356,6/10/2023 3:00,63315,
6/10/2023 4:00,12.29,12.357925,0.07263,-0.004705,6/10/2023 4:00,62914,
6/10/2023 5:00,12.36,12.524686,0.158896,0.00579,6/10/2023 5:00,63524,
6/10/2023 6:00,12.59,12.776689,0.178362,0.008327,6/10/2023 6:00,64521,
6/10/2023 7:00,14.61,14.91385,0.279924,0.023926,6/10/2023 7:00,66906,
6/10/2023 8:00,15.46,15.888444,0.388105,0.040339,6/10/2023 8:00,70384,
6/10/2023 9:00,16.47,16.96394,0.453126,0.040814,6/10/2023 9:00,73828,
6/10/2023 10:00,16.22,16.877586,0.611678,0.045908,6/10/2023 10:00,76929,
6/10/2023 11:00,18.9,19.663011,0.715718,0.047294,6/10/2023 11:00,79760,
6/10/2023 12:00,21.88,22.852291,0.914631,0.05766,6/10/2023 12:00,82459,
6/10/2023 13:00,22.94,23.727013,0.714145,0.072868,6/10/2023 13:00,85086,
6/10/2023 14:00,26.32,27.620699,1.20743,0.09327,6/10/2023 14:00,87689,
6/10/2023 15:00,29.6,31.048303,1.310878,0.137425,6/10/2023 15:00,90427,
6/10/2023 16:00,33.21,34.634851,1.298937,0.125914,6/10/2023 16:00,93131,
6/10/2023 17:00,34.28,36.118547,1.694722,0.143825,6/10/2023 17:00,94711,
6/10/2023 18:00,34.52,36.011449,1.354614,0.136835,6/10/2023 18:00,94300,
6/10/2023 19:00,31.04,32.450558,1.295225,0.115333,6/10/2023 19:00,92186,
6/10/2023 20:00,28.39,29.754734,1.248927,0.115807,6/10/2023 20:00,90092,
6/10/2023 21:00,26.59,27.850897,1.138051,0.122847,6/10/2023 21:00,88024,
6/10/2023 22:00,21.24,21.777804,0.46247,0.075334,6/10/2023 22:00,83410,
6/10/2023 23:00,17.09,17.498561,0.340651,0.06791,6/10/2023 23:00,77909,
6/11/2023 0:00,15.22,15.270628,0.00472,0.045908,6/11/2023 0:00,72700,
6/11/2023 1:00,11.9,11.925861,0.015678,0.010182,6/11/2023 1:00,69036,
6/11/2023 2:00,11.42,11.356333,-0.067365,0.003698,6/11/2023 2:00,66561,
6/11/2023 3:00,10.73,10.786394,0.063322,-0.006929,6/11/2023 3:00,64787,
6/11/2023 4:00,10.83,10.783894,-0.030268,-0.015838,6/11/2023 4:00,63982,
6/11/2023 5:00,10.4,10.39995,0.026945,-0.026995,6/11/2023 5:00,63940,
6/11/2023 6:00,9.22,9.136429,-0.053852,-0.029719,6/11/2023 6:00,64238,
6/11/2023 7:00,9.55,9.632564,0.076666,0.005898,6/11/2023 7:00,66316,
6/11/2023 8:00,11.12,11.113186,-0.03432,0.027506,6/11/2023 8:00,70464,
6/11/2023 9:00,13.88,13.769469,-0.147896,0.037365,6/11/2023 9:00,75074,
6/11/2023 10:00,16.55,16.29992,-0.285312,0.035232,6/11/2023 10:00,79498,
6/11/2023 11:00,19.08,19.114527,-0.05909,0.093616,6/11/2023 11:00,83814,
6/11/2023 12:00,22.31,22.817283,0.376366,0.130917,6/11/2023 12:00,87845,
6/11/2023 13:00,25.06,25.894894,0.632276,0.202618,6/11/2023 13:00,91397,
6/11/2023 14:00,27.18,29.323357,1.913116,0.230241,6/11/2023 14:00,94314,
6/11/2023 15:00,30.67,32.719358,1.737904,0.311455,6/11/2023 15:00,97230,
6/11/2023 16:00,35.03,38.144717,2.722661,0.392056,6/11/2023 16:00,99894,
6/11/2023 17:00,38.7,42.479452,3.322106,0.457346,6/11/2023 17:00,101404,
6/11/2023 18:00,34.25,38.208646,3.577967,0.38068,6/11/2023 18:00,100657,
6/11/2023 19:00,29.64,32.030263,2.098053,0.29221,6/11/2023 19:00,98432,
6/11/2023 20:00,27.3,28.7498,1.186193,0.263607,6/11/2023 20:00,96056,
6/11/2023 21:00,25.63,26.763245,0.912531,0.220715,6/11/2023 21:00,93292,
6/11/2023 22:00,19.68,19.821251,0.052207,0.089044,6/11/2023 22:00,87886,
6/11/2023 23:00,18.05,18.324922,0.271493,0.003429,6/11/2023 23:00,81685,
6/12/2023 0:00,15.64,15.836029,0.10868,0.087349,6/12/2023 0:00,76168,
6/12/2023 1:00,15.15,15.30186,0.114756,0.037104,6/12/2023 1:00,72763,
6/12/2023 2:00,13.16,13.267511,0.093981,0.01353,6/12/2023 2:00,70691,
6/12/2023 3:00,12.73,12.741283,0.030282,-0.019,6/12/2023 3:00,69669,
6/12/2023 4:00,13.21,13.245613,0.062673,-0.02706,6/12/2023 4:00,70249,
6/12/2023 5:00,15.55,15.64481,0.092862,0.001948,6/12/2023 5:00,73398,
6/12/2023 6:00,17.65,17.746692,0.087736,0.008956,6/12/2023 6:00,78618,
6/12/2023 7:00,20.39,20.552057,0.134828,0.027229,6/12/2023 7:00,83451,
6/12/2023 8:00,21.16,21.240612,-0.006944,0.087556,6/12/2023 8:00,86648,
6/12/2023 9:00,23.46,23.339965,-0.245504,0.125469,6/12/2023 9:00,88957,
6/12/2023 10:00,23.31,23.441755,-0.033426,0.165182,6/12/2023 10:00,91047,
6/12/2023 11:00,24.21,23.788845,-0.648631,0.227475,6/12/2023 11:00,92775,
6/12/2023 12:00,24.82,23.805,-1.225717,0.210717,6/12/2023 12:00,94209,
6/12/2023 13:00,25.7,24.720201,-1.176017,0.196218,6/12/2023 13:00,95711,
6/12/2023 14:00,25.02,24.815013,-0.349547,0.14456,6/12/2023 14:00,96568,
6/12/2023 15:00,25.2,25.197853,-0.058072,0.055926,6/12/2023 15:00,97004,
6/12/2023 16:00,25.54,25.491711,-0.124721,0.076433,6/12/2023 16:00,97621,
6/12/2023 17:00,25.88,26.090457,0.120271,0.090187,6/12/2023 17:00,97873,
6/12/2023 18:00,24.95,25.239744,0.170701,0.119043,6/12/2023 18:00,96825,
6/12/2023 19:00,24.06,24.436235,0.325234,0.051002,6/12/2023 19:00,94912,
6/12/2023 20:00,23.25,23.738192,0.552731,-0.06454,6/12/2023 20:00,93027,
6/12/2023 21:00,22.13,22.508911,0.521882,-0.14297,6/12/2023 21:00,90451,
6/12/2023 22:00,18.13,18.10118,0.046339,-0.075159,6/12/2023 22:00,84709,
6/12/2023 23:00,15.34,15.407259,0.113813,-0.046554,6/12/2023 23:00,78499,
6/13/2023 0:00,15.28,15.249467,0.07217,-0.102703,6/13/2023 0:00,73614,
6/13/2023 1:00,13.9,13.739136,-0.037708,-0.123156,6/13/2023 1:00,70295,
6/13/2023 2:00,12.35,12.107379,-0.138887,-0.103734,6/13/2023 2:00,68239,
6/13/2023 3:00,11.55,11.403258,-0.047591,-0.099151,6/13/2023 3:00,67132,
6/13/2023 4:00,11.85,11.774122,0.017821,-0.093699,6/13/2023 4:00,67721,
6/13/2023 5:00,13.52,13.592737,0.14371,-0.070973,6/13/2023 5:00,70568,
6/13/2023 6:00,15.97,16.16717,0.249272,-0.052103,6/13/2023 6:00,75601,
6/13/2023 7:00,17.82,17.983348,0.231377,-0.068029,6/13/2023 7:00,79963,
6/13/2023 8:00,18.29,18.392991,0.188041,-0.08505,6/13/2023 8:00,82571,
6/13/2023 9:00,19.45,19.549967,0.199504,-0.099537,6/13/2023 9:00,84249,
6/13/2023 10:00,20.01,20.408172,0.496571,-0.098399,6/13/2023 10:00,85932,
6/13/2023 11:00,21.13,21.702695,0.66665,-0.093956,6/13/2023 11:00,87473,
6/13/2023 12:00,22.55,23.20223,0.72518,-0.07295,6/13/2023 12:00,89056,
6/13/2023 13:00,24.1,24.681406,0.639795,-0.058389,6/13/2023 13:00,90743,
6/13/2023 14:00,24.63,25.322313,0.728783,-0.036469,6/13/2023 14:00,92218,
6/13/2023 15:00,25.93,26.776819,0.901619,-0.0548,6/13/2023 15:00,93804,
6/13/2023 16:00,27.57,28.029996,0.483511,-0.023515,6/13/2023 16:00,95411,
