Time,Area,Load
6/2/2023 18:00,MIDATL,43409
6/2/2023 18:00,MIDATL,43409
6/2/2023 19:00,MIDATL,40693
6/2/2023 19:00,MIDATL,40852
6/2/2023 19:00,MIDATL,40852
6/2/2023 19:00,MIDATL,41765
6/2/2023 19:00,MIDATL,41765
6/2/2023 19:00,MIDATL,41167
6/2/2023 19:00,MIDATL,41167
6/2/2023 19:00,MIDATL,41167
6/2/2023 19:00,MIDATL,41167
6/2/2023 20:00,MIDATL,39030
6/2/2023 20:00,MIDATL,38775
6/2/2023 20:00,MIDATL,39029
6/2/2023 20:00,MIDATL,39739
6/2/2023 20:00,MIDATL,39739
6/2/2023 20:00,MIDATL,39328
6/2/2023 20:00,MIDATL,39328
6/2/2023 20:00,MIDATL,39328
6/2/2023 20:00,MIDATL,39328
6/2/2023 21:00,MIDATL,36942
6/2/2023 21:00,MIDATL,36728
6/2/2023 21:00,MIDATL,37032
6/2/2023 21:00,MIDATL,37032
6/2/2023 21:00,MIDATL,37032
6/2/2023 21:00,MIDATL,36808
6/2/2023 21:00,MIDATL,36808
6/2/2023 21:00,MIDATL,36808
6/2/2023 21:00,MIDATL,36808
6/2/2023 22:00,MIDATL,34105
6/2/2023 22:00,MIDATL,33925
6/2/2023 22:00,MIDATL,34331
6/2/2023 22:00,MIDATL,34331
6/2/2023 22:00,MIDATL,34331
6/2/2023 22:00,MIDATL,33960
6/2/2023 22:00,MIDATL,34331
6/2/2023 22:00,MIDATL,34331
6/2/2023 22:00,MIDATL,34331
6/2/2023 22:00,MIDATL,34331
6/2/2023 23:00,MIDATL,31281
6/2/2023 23:00,MIDATL,31140
6/2/2023 23:00,MIDATL,31140
6/2/2023 23:00,MIDATL,31140
6/2/2023 23:00,MIDATL,31140
6/2/2023 23:00,MIDATL,31409
6/2/2023 23:00,MIDATL,31140
6/2/2023 23:00,MIDATL,31140
6/2/2023 23:00,MIDATL,31140
6/2/2023 23:00,MIDATL,31140
6/3/2023 0:00,MIDATL,28218
6/3/2023 0:00,MIDATL,28554
6/3/2023 0:00,MIDATL,28585
6/3/2023 0:00,MIDATL,28585
6/3/2023 0:00,MIDATL,28882
6/3/2023 1:00,MIDATL,26416
6/3/2023 1:00,MIDATL,26866
6/3/2023 1:00,MIDATL,26866
6/3/2023 1:00,MIDATL,26866
6/3/2023 1:00,MIDATL,27097
6/3/2023 2:00,MIDATL,25131
6/3/2023 2:00,MIDATL,25542
6/3/2023 2:00,MIDATL,25542
6/3/2023 2:00,MIDATL,25542
6/3/2023 2:00,MIDATL,25858
6/3/2023 3:00,MIDATL,24264
6/3/2023 3:00,MIDATL,24590
6/3/2023 3:00,MIDATL,24590
6/3/2023 3:00,MIDATL,24590
6/3/2023 3:00,MIDATL,24872
6/3/2023 4:00,MIDATL,23710
6/3/2023 4:00,MIDATL,24056
6/3/2023 4:00,MIDATL,24056
6/3/2023 4:00,MIDATL,24056
6/3/2023 4:00,MIDATL,24336
6/3/2023 4:00,MIDATL,24068
6/3/2023 5:00,MIDATL,23809
6/3/2023 5:00,MIDATL,24114
6/3/2023 5:00,MIDATL,24114
6/3/2023 5:00,MIDATL,24114
6/3/2023 5:00,MIDATL,24424
6/3/2023 5:00,MIDATL,24246
6/3/2023 6:00,MIDATL,24102
6/3/2023 6:00,MIDATL,24407
6/3/2023 6:00,MIDATL,24407
6/3/2023 6:00,MIDATL,24407
6/3/2023 6:00,MIDATL,24833
6/3/2023 6:00,MIDATL,24744
6/3/2023 7:00,MIDATL,24827
6/3/2023 7:00,MIDATL,24979
6/3/2023 7:00,MIDATL,24979
6/3/2023 7:00,MIDATL,24979
6/3/2023 7:00,MIDATL,25580
6/3/2023 7:00,MIDATL,25580
6/3/2023 8:00,MIDATL,25980
6/3/2023 8:00,MIDATL,25977
6/3/2023 8:00,MIDATL,25977
6/3/2023 8:00,MIDATL,25977
6/3/2023 8:00,MIDATL,26640
6/3/2023 8:00,MIDATL,27179
6/3/2023 8:00,MIDATL,26640
6/3/2023 9:00,MIDATL,26913
6/3/2023 9:00,MIDATL,26928
6/3/2023 9:00,MIDATL,26928
6/3/2023 9:00,MIDATL,26928
6/3/2023 9:00,MIDATL,27697
6/3/2023 9:00,MIDATL,28300
6/3/2023 9:00,MIDATL,27697
6/3/2023 10:00,MIDATL,27528
6/3/2023 10:00,MIDATL,27671
6/3/2023 10:00,MIDATL,27671
6/3/2023 10:00,MIDATL,27671
6/3/2023 10:00,MIDATL,28440
6/3/2023 10:00,MIDATL,29759
6/3/2023 10:00,MIDATL,29027
6/3/2023 10:00,MIDATL,28440
6/3/2023 11:00,MIDATL,27983
6/3/2023 11:00,MIDATL,28271
6/3/2023 11:00,MIDATL,28271
6/3/2023 11:00,MIDATL,28271
6/3/2023 11:00,MIDATL,28953
6/3/2023 11:00,MIDATL,30384
6/3/2023 11:00,MIDATL,29641
6/3/2023 11:00,MIDATL,28953
6/3/2023 12:00,MIDATL,28263
6/3/2023 12:00,MIDATL,28512
6/3/2023 12:00,MIDATL,28512
6/3/2023 12:00,MIDATL,28512
6/3/2023 12:00,MIDATL,29310
6/3/2023 12:00,MIDATL,30695
6/3/2023 12:00,MIDATL,29886
6/3/2023 12:00,MIDATL,29310
6/3/2023 13:00,MIDATL,28460
6/3/2023 13:00,MIDATL,28640
6/3/2023 13:00,MIDATL,28640
6/3/2023 13:00,MIDATL,28640
6/3/2023 13:00,MIDATL,29448
6/3/2023 13:00,MIDATL,30830
6/3/2023 13:00,MIDATL,30225
6/3/2023 13:00,MIDATL,29448
6/3/2023 14:00,MIDATL,28659
6/3/2023 14:00,MIDATL,28781
6/3/2023 14:00,MIDATL,28859
6/3/2023 14:00,MIDATL,28859
6/3/2023 14:00,MIDATL,29659
6/3/2023 14:00,MIDATL,30959
6/3/2023 14:00,MIDATL,30453
6/3/2023 14:00,MIDATL,29659
6/3/2023 15:00,MIDATL,28948
6/3/2023 15:00,MIDATL,28987
6/3/2023 15:00,MIDATL,29205
6/3/2023 15:00,MIDATL,29205
6/3/2023 15:00,MIDATL,29818
6/3/2023 15:00,MIDATL,31082
6/3/2023 15:00,MIDATL,30607
6/3/2023 15:00,MIDATL,29818
6/3/2023 16:00,MIDATL,29362
6/3/2023 16:00,MIDATL,29359
6/3/2023 16:00,MIDATL,29763
6/3/2023 16:00,MIDATL,29763
6/3/2023 16:00,MIDATL,30213
6/3/2023 16:00,MIDATL,31463
6/3/2023 16:00,MIDATL,31151
6/3/2023 16:00,MIDATL,30740
6/3/2023 16:00,MIDATL,30213
6/3/2023 17:00,MIDATL,29613
6/3/2023 17:00,MIDATL,29715
6/3/2023 17:00,MIDATL,30181
6/3/2023 17:00,MIDATL,30181
6/3/2023 17:00,MIDATL,30372
6/3/2023 17:00,MIDATL,31424
6/3/2023 17:00,MIDATL,31014
6/3/2023 17:00,MIDATL,30752
6/3/2023 17:00,MIDATL,30372
6/3/2023 18:00,MIDATL,29406
6/3/2023 18:00,MIDATL,29537
6/3/2023 18:00,MIDATL,29755
6/3/2023 18:00,MIDATL,29755
6/3/2023 18:00,MIDATL,30021
6/3/2023 18:00,MIDATL,31023
6/3/2023 18:00,MIDATL,30515
6/3/2023 18:00,MIDATL,30270
6/3/2023 18:00,MIDATL,30021
6/3/2023 19:00,MIDATL,28983
6/3/2023 19:00,MIDATL,29047
6/3/2023 19:00,MIDATL,29265
6/3/2023 19:00,MIDATL,29265
6/3/2023 19:00,MIDATL,29482
6/3/2023 19:00,MIDATL,30292
6/3/2023 19:00,MIDATL,30021
6/3/2023 19:00,MIDATL,29662
6/3/2023 19:00,MIDATL,29482
6/3/2023 20:00,MIDATL,28686
6/3/2023 20:00,MIDATL,28741
6/3/2023 20:00,MIDATL,28990
6/3/2023 20:00,MIDATL,28990
6/3/2023 20:00,MIDATL,29012
6/3/2023 20:00,MIDATL,29691
6/3/2023 20:00,MIDATL,29372
6/3/2023 20:00,MIDATL,29143
6/3/2023 20:00,MIDATL,29012
6/3/2023 21:00,MIDATL,27830
6/3/2023 21:00,MIDATL,27881
6/3/2023 21:00,MIDATL,27943
6/3/2023 21:00,MIDATL,27943
6/3/2023 21:00,MIDATL,28046
6/3/2023 21:00,MIDATL,28726
6/3/2023 21:00,MIDATL,28159
6/3/2023 21:00,MIDATL,28159
6/3/2023 21:00,MIDATL,28046
6/3/2023 22:00,MIDATL,26321
6/3/2023 22:00,MIDATL,26356
6/3/2023 22:00,MIDATL,26356
6/3/2023 22:00,MIDATL,26356
6/3/2023 22:00,MIDATL,26475
6/3/2023 22:00,MIDATL,26581
6/3/2023 22:00,MIDATL,27063
6/3/2023 22:00,MIDATL,26584
6/3/2023 22:00,MIDATL,26584
6/3/2023 22:00,MIDATL,26475
6/3/2023 23:00,MIDATL,24575
6/3/2023 23:00,MIDATL,24607
6/3/2023 23:00,MIDATL,24607
6/3/2023 23:00,MIDATL,24607
6/3/2023 23:00,MIDATL,24715
6/3/2023 23:00,MIDATL,24545
6/3/2023 23:00,MIDATL,24828
6/3/2023 23:00,MIDATL,24828
6/3/2023 23:00,MIDATL,24828
6/3/2023 23:00,MIDATL,24715
6/4/2023 0:00,MIDATL,23213
6/4/2023 0:00,MIDATL,23250
6/4/2023 0:00,MIDATL,23250
6/4/2023 0:00,MIDATL,23250
6/4/2023 0:00,MIDATL,23250
6/4/2023 1:00,MIDATL,22057
6/4/2023 1:00,MIDATL,22086
6/4/2023 1:00,MIDATL,22086
6/4/2023 1:00,MIDATL,22086
6/4/2023 1:00,MIDATL,22086
6/4/2023 2:00,MIDATL,21240
6/4/2023 2:00,MIDATL,21305
6/4/2023 2:00,MIDATL,21305
6/4/2023 2:00,MIDATL,21305
6/4/2023 2:00,MIDATL,21305
6/4/2023 3:00,MIDATL,20768
6/4/2023 3:00,MIDATL,20843
6/4/2023 3:00,MIDATL,20843
6/4/2023 3:00,MIDATL,20843
6/4/2023 3:00,MIDATL,20843
6/4/2023 4:00,MIDATL,20603
6/4/2023 4:00,MIDATL,20643
6/4/2023 4:00,MIDATL,20643
6/4/2023 4:00,MIDATL,20643
6/4/2023 4:00,MIDATL,20643
6/4/2023 4:00,MIDATL,20451
6/4/2023 5:00,MIDATL,20774
6/4/2023 5:00,MIDATL,20813
6/4/2023 5:00,MIDATL,20813
6/4/2023 5:00,MIDATL,20813
6/4/2023 5:00,MIDATL,20813
6/4/2023 5:00,MIDATL,20676
6/4/2023 6:00,MIDATL,21175
6/4/2023 6:00,MIDATL,21185
6/4/2023 6:00,MIDATL,21185
6/4/2023 6:00,MIDATL,21185
6/4/2023 6:00,MIDATL,21185
6/4/2023 6:00,MIDATL,21048
6/4/2023 7:00,MIDATL,21618
6/4/2023 7:00,MIDATL,21589
6/4/2023 7:00,MIDATL,21589
6/4/2023 7:00,MIDATL,21589
6/4/2023 7:00,MIDATL,21589
6/4/2023 7:00,MIDATL,21435
6/4/2023 8:00,MIDATL,22247
6/4/2023 8:00,MIDATL,22223
6/4/2023 8:00,MIDATL,22223
6/4/2023 8:00,MIDATL,22223
6/4/2023 8:00,MIDATL,22223
6/4/2023 8:00,MIDATL,21820
6/4/2023 8:00,MIDATL,22223
6/4/2023 9:00,MIDATL,22854
6/4/2023 9:00,MIDATL,22835
6/4/2023 9:00,MIDATL,22835
6/4/2023 9:00,MIDATL,22835
6/4/2023 9:00,MIDATL,22835
6/4/2023 9:00,MIDATL,22462
6/4/2023 9:00,MIDATL,22835
6/4/2023 10:00,MIDATL,23272
6/4/2023 10:00,MIDATL,23305
6/4/2023 10:00,MIDATL,23305
6/4/2023 10:00,MIDATL,23305
6/4/2023 10:00,MIDATL,23305
6/4/2023 10:00,MIDATL,23255
6/4/2023 10:00,MIDATL,22931
6/4/2023 10:00,MIDATL,23305
6/4/2023 11:00,MIDATL,23714
6/4/2023 11:00,MIDATL,23759
6/4/2023 11:00,MIDATL,23759
6/4/2023 11:00,MIDATL,23759
6/4/2023 11:00,MIDATL,23759
6/4/2023 11:00,MIDATL,23686
6/4/2023 11:00,MIDATL,23368
6/4/2023 11:00,MIDATL,23759
6/4/2023 12:00,MIDATL,24141
6/4/2023 12:00,MIDATL,24208
6/4/2023 12:00,MIDATL,24208
6/4/2023 12:00,MIDATL,24208
6/4/2023 12:00,MIDATL,24208
6/4/2023 12:00,MIDATL,24096
6/4/2023 12:00,MIDATL,23816
6/4/2023 12:00,MIDATL,24208
6/4/2023 13:00,MIDATL,24678
6/4/2023 13:00,MIDATL,24766
6/4/2023 13:00,MIDATL,24766
6/4/2023 13:00,MIDATL,24766
6/4/2023 13:00,MIDATL,24766
6/4/2023 13:00,MIDATL,24543
6/4/2023 13:00,MIDATL,24319
6/4/2023 13:00,MIDATL,24766
6/4/2023 14:00,MIDATL,25324
6/4/2023 14:00,MIDATL,25461
6/4/2023 14:00,MIDATL,25461
6/4/2023 14:00,MIDATL,25461
6/4/2023 14:00,MIDATL,25461
6/4/2023 14:00,MIDATL,25162
6/4/2023 14:00,MIDATL,24975
6/4/2023 14:00,MIDATL,25461
6/4/2023 15:00,MIDATL,26368
6/4/2023 15:00,MIDATL,26495
6/4/2023 15:00,MIDATL,26495
6/4/2023 15:00,MIDATL,26495
6/4/2023 15:00,MIDATL,26495
6/4/2023 15:00,MIDATL,25917
6/4/2023 15:00,MIDATL,26066
6/4/2023 15:00,MIDATL,26495
6/4/2023 16:00,MIDATL,27614
6/4/2023 16:00,MIDATL,27757
6/4/2023 16:00,MIDATL,27757
6/4/2023 16:00,MIDATL,27757
6/4/2023 16:00,MIDATL,27757
6/4/2023 16:00,MIDATL,27444
6/4/2023 16:00,MIDATL,27216
6/4/2023 16:00,MIDATL,27384
6/4/2023 16:00,MIDATL,27757
6/4/2023 17:00,MIDATL,28742
6/4/2023 17:00,MIDATL,28857
6/4/2023 17:00,MIDATL,28857
6/4/2023 17:00,MIDATL,28857
6/4/2023 17:00,MIDATL,28857
6/4/2023 17:00,MIDATL,28442
6/4/2023 17:00,MIDATL,28521
6/4/2023 17:00,MIDATL,28521
6/4/2023 17:00,MIDATL,28857
6/4/2023 18:00,MIDATL,29112
6/4/2023 18:00,MIDATL,29223
6/4/2023 18:00,MIDATL,29223
6/4/2023 18:00,MIDATL,29223
6/4/2023 18:00,MIDATL,29223
6/4/2023 18:00,MIDATL,28902
6/4/2023 18:00,MIDATL,29018
6/4/2023 18:00,MIDATL,29018
6/4/2023 18:00,MIDATL,29223
6/4/2023 19:00,MIDATL,29042
6/4/2023 19:00,MIDATL,29126
6/4/2023 19:00,MIDATL,29126
6/4/2023 19:00,MIDATL,29126
6/4/2023 19:00,MIDATL,29126
6/4/2023 19:00,MIDATL,29010
6/4/2023 19:00,MIDATL,29126
6/4/2023 19:00,MIDATL,29126
6/4/2023 19:00,MIDATL,29126
6/4/2023 20:00,MIDATL,28824
6/4/2023 20:00,MIDATL,28858
6/4/2023 20:00,MIDATL,28858
6/4/2023 20:00,MIDATL,28858
6/4/2023 20:00,MIDATL,28858
6/4/2023 20:00,MIDATL,28797
6/4/2023 20:00,MIDATL,28858
6/4/2023 20:00,MIDATL,28858
6/4/2023 20:00,MIDATL,28858
6/4/2023 21:00,MIDATL,27905
6/4/2023 21:00,MIDATL,27919
6/4/2023 21:00,MIDATL,27919
6/4/2023 21:00,MIDATL,27919
6/4/2023 21:00,MIDATL,27919
6/4/2023 21:00,MIDATL,27932
6/4/2023 21:00,MIDATL,27919
6/4/2023 21:00,MIDATL,27919
