Time,Load
6/1/2023 13:00,32183
6/1/2023 14:00,32591
6/1/2023 14:00,33756
6/1/2023 14:00,33572
6/1/2023 14:00,33572
6/1/2023 14:00,33572
6/1/2023 14:00,34168
6/1/2023 14:00,33784
6/1/2023 14:00,33572
6/1/2023 15:00,33944
6/1/2023 15:00,35075
6/1/2023 15:00,35075
6/1/2023 15:00,35075
6/1/2023 15:00,35075
6/1/2023 15:00,35564
6/1/2023 15:00,35234
6/1/2023 15:00,35075
6/1/2023 16:00,35369
6/1/2023 16:00,36672
6/1/2023 16:00,36949
6/1/2023 16:00,36672
6/1/2023 16:00,36672
6/1/2023 16:00,36955
6/1/2023 16:00,37382
6/1/2023 16:00,36778
6/1/2023 16:00,36672
6/1/2023 17:00,36320
6/1/2023 17:00,37620
6/1/2023 17:00,38035
6/1/2023 17:00,37897
6/1/2023 17:00,37897
6/1/2023 17:00,38336
6/1/2023 17:00,37952
6/1/2023 17:00,37897
6/1/2023 17:00,37897
6/1/2023 18:00,36277
6/1/2023 18:00,37509
6/1/2023 18:00,37740
6/1/2023 18:00,37694
6/1/2023 18:00,37694
6/1/2023 18:00,38298
6/1/2023 18:00,37694
6/1/2023 18:00,37694
6/1/2023 18:00,37694
6/1/2023 19:00,35429
6/1/2023 19:00,36410
6/1/2023 19:00,36410
6/1/2023 19:00,36410
6/1/2023 19:00,36410
6/1/2023 19:00,37069
6/1/2023 19:00,36410
6/1/2023 19:00,36410
6/1/2023 19:00,36410
6/1/2023 20:00,34751
6/1/2023 20:00,35645
6/1/2023 20:00,35645
6/1/2023 20:00,35645
6/1/2023 20:00,35645
6/1/2023 20:00,36249
6/1/2023 20:00,35645
6/1/2023 20:00,35645
6/1/2023 20:00,35645
6/1/2023 21:00,33304
6/1/2023 21:00,33832
6/1/2023 21:00,33832
6/1/2023 21:00,33832
6/1/2023 21:00,33832
6/1/2023 21:00,34052
6/1/2023 21:00,33832
6/1/2023 21:00,33832
6/1/2023 21:00,33832
6/1/2023 22:00,30714
6/1/2023 22:00,30957
6/1/2023 22:00,30957
6/1/2023 22:00,30957
6/1/2023 22:00,30957
6/1/2023 22:00,31067
6/1/2023 22:00,31067
6/1/2023 22:00,30957
6/1/2023 22:00,30957
6/1/2023 22:00,30957
6/1/2023 23:00,28149
6/1/2023 23:00,28322
6/1/2023 23:00,28322
6/1/2023 23:00,28322
6/1/2023 23:00,28322
6/1/2023 23:00,28487
6/1/2023 23:00,28487
6/1/2023 23:00,28322
6/1/2023 23:00,28322
6/1/2023 23:00,28322
6/2/2023 0:00,26080
6/2/2023 0:00,25866
6/2/2023 0:00,26120
6/2/2023 0:00,26120
6/2/2023 0:00,26120
6/2/2023 1:00,24642
6/2/2023 1:00,24455
6/2/2023 1:00,24658
6/2/2023 1:00,24658
6/2/2023 1:00,24658
6/2/2023 2:00,23626
6/2/2023 2:00,23463
6/2/2023 2:00,23666
6/2/2023 2:00,23666
6/2/2023 2:00,23666
6/2/2023 3:00,23096
6/2/2023 3:00,22949
6/2/2023 3:00,23152
6/2/2023 3:00,23152
6/2/2023 3:00,23152
6/2/2023 4:00,23167
6/2/2023 4:00,23036
6/2/2023 4:00,23188
6/2/2023 4:00,23391
6/2/2023 4:00,23391
6/2/2023 4:00,23123
6/2/2023 5:00,24159
6/2/2023 5:00,24022
6/2/2023 5:00,24123
6/2/2023 5:00,24326
6/2/2023 5:00,24326
6/2/2023 5:00,24326
6/2/2023 6:00,25988
6/2/2023 6:00,26270
6/2/2023 6:00,26270
6/2/2023 6:00,26574
6/2/2023 6:00,26574
6/2/2023 6:00,25976
6/2/2023 7:00,27601
6/2/2023 7:00,27856
6/2/2023 7:00,27957
6/2/2023 7:00,28211
6/2/2023 7:00,28211
6/2/2023 7:00,27613
6/2/2023 8:00,29025
6/2/2023 8:00,29256
6/2/2023 8:00,29510
6/2/2023 8:00,29510
6/2/2023 8:00,29510
6/2/2023 8:00,29501
6/2/2023 8:00,29099
6/2/2023 9:00,30478
6/2/2023 9:00,30672
6/2/2023 9:00,30875
6/2/2023 9:00,31179
6/2/2023 9:00,31179
6/2/2023 9:00,30938
6/2/2023 9:00,30656
6/2/2023 10:00,32176
6/2/2023 10:00,32444
6/2/2023 10:00,32647
6/2/2023 10:00,32799
6/2/2023 10:00,32799
6/2/2023 10:00,32459
6/2/2023 10:00,32523
6/2/2023 10:00,32201
6/2/2023 11:00,34042
6/2/2023 11:00,34284
6/2/2023 11:00,34284
6/2/2023 11:00,34588
6/2/2023 11:00,34588
6/2/2023 11:00,34395
6/2/2023 11:00,34395
6/2/2023 11:00,33952
6/2/2023 12:00,36107
6/2/2023 12:00,36544
6/2/2023 12:00,36798
6/2/2023 12:00,36798
6/2/2023 12:00,36798
6/2/2023 12:00,36452
6/2/2023 12:00,36452
6/2/2023 12:00,36050
6/2/2023 13:00,38266
6/2/2023 13:00,38762
6/2/2023 13:00,38965
6/2/2023 13:00,38965
6/2/2023 13:00,38965
6/2/2023 13:00,38705
6/2/2023 13:00,38705
6/2/2023 13:00,38142
6/2/2023 14:00,40206
6/2/2023 14:00,40714
6/2/2023 14:00,41018
6/2/2023 14:00,41018
6/2/2023 14:00,41018
6/2/2023 14:00,40672
6/2/2023 14:00,40672
6/2/2023 14:00,40270
6/2/2023 15:00,42054
6/2/2023 15:00,42453
6/2/2023 15:00,43011
6/2/2023 15:00,43011
6/2/2023 15:00,43011
6/2/2023 15:00,42504
6/2/2023 15:00,42504
6/2/2023 15:00,42263
6/2/2023 16:00,43459
6/2/2023 16:00,43909
6/2/2023 16:00,44517
6/2/2023 16:00,44618
6/2/2023 16:00,44618
6/2/2023 16:00,42858
6/2/2023 16:00,44169
6/2/2023 16:00,44169
6/2/2023 16:00,44169
6/2/2023 17:00,43684
6/2/2023 17:00,44051
6/2/2023 17:00,44913
6/2/2023 17:00,45217
6/2/2023 17:00,45217
6/2/2023 17:00,44107
6/2/2023 17:00,44469
6/2/2023 17:00,44469
6/2/2023 17:00,44469
6/2/2023 18:00,42481
6/2/2023 18:00,42740
6/2/2023 18:00,43247
6/2/2023 18:00,44007
6/2/2023 18:00,44007
6/2/2023 18:00,42403
6/2/2023 18:00,43409
6/2/2023 18:00,43409
6/2/2023 18:00,43409
6/2/2023 19:00,40693
6/2/2023 19:00,40852
6/2/2023 19:00,40852
6/2/2023 19:00,41765
6/2/2023 19:00,41765
6/2/2023 19:00,41167
6/2/2023 19:00,41167
6/2/2023 19:00,41167
6/2/2023 19:00,41167
6/2/2023 20:00,39030
6/2/2023 20:00,38775
6/2/2023 20:00,39029
6/2/2023 20:00,39739
6/2/2023 20:00,39739
6/2/2023 20:00,39328
6/2/2023 20:00,39328
6/2/2023 20:00,39328
6/2/2023 20:00,39328
6/2/2023 21:00,36942
6/2/2023 21:00,36728
6/2/2023 21:00,37032
6/2/2023 21:00,37032
6/2/2023 21:00,37032
6/2/2023 21:00,36808
6/2/2023 21:00,36808
6/2/2023 21:00,36808
6/2/2023 21:00,36808
6/2/2023 22:00,34105
6/2/2023 22:00,33925
6/2/2023 22:00,34331
6/2/2023 22:00,34331
6/2/2023 22:00,34331
6/2/2023 22:00,33960
6/2/2023 22:00,34331
6/2/2023 22:00,34331
6/2/2023 22:00,34331
6/2/2023 22:00,34331
6/2/2023 23:00,31281
6/2/2023 23:00,31140
6/2/2023 23:00,31140
6/2/2023 23:00,31140
6/2/2023 23:00,31140
6/2/2023 23:00,31409
6/2/2023 23:00,31140
6/2/2023 23:00,31140
6/2/2023 23:00,31140
6/2/2023 23:00,31140
6/3/2023 0:00,28218
6/3/2023 0:00,28554
6/3/2023 0:00,28585
6/3/2023 0:00,28585
6/3/2023 0:00,28882
6/3/2023 1:00,26416
6/3/2023 1:00,26866
6/3/2023 1:00,26866
6/3/2023 1:00,26866
6/3/2023 1:00,27097
6/3/2023 2:00,25131
6/3/2023 2:00,25542
6/3/2023 2:00,25542
6/3/2023 2:00,25542
6/3/2023 2:00,25858
6/3/2023 3:00,24264
6/3/2023 3:00,24590
6/3/2023 3:00,24590
6/3/2023 3:00,24590
6/3/2023 3:00,24872
6/3/2023 4:00,23710
6/3/2023 4:00,24056
6/3/2023 4:00,24056
6/3/2023 4:00,24056
6/3/2023 4:00,24336
6/3/2023 4:00,24068
6/3/2023 5:00,23809
6/3/2023 5:00,24114
6/3/2023 5:00,24114
6/3/2023 5:00,24114
6/3/2023 5:00,24424
6/3/2023 5:00,24246
6/3/2023 6:00,24102
6/3/2023 6:00,24407
6/3/2023 6:00,24407
6/3/2023 6:00,24407
6/3/2023 6:00,24833
6/3/2023 6:00,24744
6/3/2023 7:00,24827
6/3/2023 7:00,24979
6/3/2023 7:00,24979
6/3/2023 7:00,24979
6/3/2023 7:00,25580
6/3/2023 7:00,25580
6/3/2023 8:00,25980
6/3/2023 8:00,25977
6/3/2023 8:00,25977
6/3/2023 8:00,25977
6/3/2023 8:00,26640
6/3/2023 8:00,27179
6/3/2023 8:00,26640
6/3/2023 9:00,26913
6/3/2023 9:00,26928
6/3/2023 9:00,26928
6/3/2023 9:00,26928
6/3/2023 9:00,27697
6/3/2023 9:00,28300
6/3/2023 9:00,27697
6/3/2023 10:00,27528
6/3/2023 10:00,27671
6/3/2023 10:00,27671
6/3/2023 10:00,27671
6/3/2023 10:00,28440
6/3/2023 10:00,29759
6/3/2023 10:00,29027
6/3/2023 10:00,28440
6/3/2023 11:00,27983
6/3/2023 11:00,28271
6/3/2023 11:00,28271
6/3/2023 11:00,28271
6/3/2023 11:00,28953
6/3/2023 11:00,30384
6/3/2023 11:00,29641
6/3/2023 11:00,28953
6/3/2023 12:00,28263
6/3/2023 12:00,28512
6/3/2023 12:00,28512
6/3/2023 12:00,28512
6/3/2023 12:00,29310
6/3/2023 12:00,30695
6/3/2023 12:00,29886
6/3/2023 12:00,29310
6/3/2023 13:00,28460
6/3/2023 13:00,28640
6/3/2023 13:00,28640
6/3/2023 13:00,28640
6/3/2023 13:00,29448
6/3/2023 13:00,30830
6/3/2023 13:00,30225
6/3/2023 13:00,29448
6/3/2023 14:00,28659
6/3/2023 14:00,28781
6/3/2023 14:00,28859
6/3/2023 14:00,28859
6/3/2023 14:00,29659
6/3/2023 14:00,30959
6/3/2023 14:00,30453
6/3/2023 14:00,29659
6/3/2023 15:00,28948
6/3/2023 15:00,28987
6/3/2023 15:00,29205
6/3/2023 15:00,29205
6/3/2023 15:00,29818
6/3/2023 15:00,31082
6/3/2023 15:00,30607
6/3/2023 15:00,29818
6/3/2023 16:00,29362
6/3/2023 16:00,29359
6/3/2023 16:00,29763
6/3/2023 16:00,29763
6/3/2023 16:00,30213
6/3/2023 16:00,31463
6/3/2023 16:00,31151
6/3/2023 16:00,30740
6/3/2023 16:00,30213
6/3/2023 17:00,29613
6/3/2023 17:00,29715
6/3/2023 17:00,30181
6/3/2023 17:00,30181
6/3/2023 17:00,30372
6/3/2023 17:00,31424
6/3/2023 17:00,31014
6/3/2023 17:00,30752
6/3/2023 17:00,30372
6/3/2023 18:00,29406
6/3/2023 18:00,29537
6/3/2023 18:00,29755
6/3/2023 18:00,29755
6/3/2023 18:00,30021
6/3/2023 18:00,31023
6/3/2023 18:00,30515
6/3/2023 18:00,30270
6/3/2023 18:00,30021
6/3/2023 19:00,28983
6/3/2023 19:00,29047
6/3/2023 19:00,29265
6/3/2023 19:00,29265
6/3/2023 19:00,29482
6/3/2023 19:00,30292
6/3/2023 19:00,30021
6/3/2023 19:00,29662
6/3/2023 19:00,29482
6/3/2023 20:00,28686
6/3/2023 20:00,28741
6/3/2023 20:00,28990
6/3/2023 20:00,28990
6/3/2023 20:00,29012
6/3/2023 20:00,29691
6/3/2023 20:00,29372
6/3/2023 20:00,29143
6/3/2023 20:00,29012
6/3/2023 21:00,27830
6/3/2023 21:00,27881
6/3/2023 21:00,27943
6/3/2023 21:00,27943
6/3/2023 21:00,28046
6/3/2023 21:00,28726
6/3/2023 21:00,28159
6/3/2023 21:00,28159
6/3/2023 21:00,28046
6/3/2023 22:00,26321
6/3/2023 22:00,26356
6/3/2023 22:00,26356
6/3/2023 22:00,26356
6/3/2023 22:00,26475
6/3/2023 22:00,26581
6/3/2023 22:00,27063
6/3/2023 22:00,26584
6/3/2023 22:00,26584
6/3/2023 22:00,26475
6/3/2023 23:00,24575
6/3/2023 23:00,24607
6/3/2023 23:00,24607
6/3/2023 23:00,24607
6/3/2023 23:00,24715
6/3/2023 23:00,24545
6/3/2023 23:00,24828
6/3/2023 23:00,24828
6/3/2023 23:00,24828
6/3/2023 23:00,24715
6/4/2023 0:00,23213
6/4/2023 0:00,23250
6/4/2023 0:00,23250
6/4/2023 0:00,23250
6/4/2023 0:00,23250
6/4/2023 1:00,22057
6/4/2023 1:00,22086
6/4/2023 1:00,22086
6/4/2023 1:00,22086
6/4/2023 1:00,22086
6/4/2023 2:00,21240
6/4/2023 2:00,21305
6/4/2023 2:00,21305
6/4/2023 2:00,21305
6/4/2023 2:00,21305
6/4/2023 3:00,20768
6/4/2023 3:00,20843
6/4/2023 3:00,20843
6/4/2023 3:00,20843
6/4/2023 3:00,20843
6/4/2023 4:00,20603
6/4/2023 4:00,20643
6/4/2023 4:00,20643
6/4/2023 4:00,20643
6/4/2023 4:00,20643
6/4/2023 4:00,20451
6/4/2023 5:00,20774
6/4/2023 5:00,20813
6/4/2023 5:00,20813
6/4/2023 5:00,20813
6/4/2023 5:00,20813
6/4/2023 5:00,20676
6/4/2023 6:00,21175
6/4/2023 6:00,21185
6/4/2023 6:00,21185
6/4/2023 6:00,21185
6/4/2023 6:00,21185
6/4/2023 6:00,21048
6/4/2023 7:00,21618
6/4/2023 7:00,21589
6/4/2023 7:00,21589
6/4/2023 7:00,21589
6/4/2023 7:00,21589
6/4/2023 7:00,21435
6/4/2023 8:00,22247
6/4/2023 8:00,22223
6/4/2023 8:00,22223
6/4/2023 8:00,22223
6/4/2023 8:00,22223
6/4/2023 8:00,21820
6/4/2023 8:00,22223
6/4/2023 9:00,22854
6/4/2023 9:00,22835
6/4/2023 9:00,22835
6/4/2023 9:00,22835
6/4/2023 9:00,22835
6/4/2023 9:00,22462
6/4/2023 9:00,22835
6/4/2023 10:00,23272
6/4/2023 10:00,23305
6/4/2023 10:00,23305
6/4/2023 10:00,23305
6/4/2023 10:00,23305
6/4/2023 10:00,23255
6/4/2023 10:00,22931
6/4/2023 10:00,23305
6/4/2023 11:00,23714
6/4/2023 11:00,23759
6/4/2023 11:00,23759
6/4/2023 11:00,23759
6/4/2023 11:00,23759
6/4/2023 11:00,23686
6/4/2023 11:00,23368
6/4/2023 11:00,23759
6/4/2023 12:00,24141
6/4/2023 12:00,24208
6/4/2023 12:00,24208
6/4/2023 12:00,24208
6/4/2023 12:00,24208
6/4/2023 12:00,24096
6/4/2023 12:00,23816
6/4/2023 12:00,24208
6/4/2023 13:00,24678
6/4/2023 13:00,24766
6/4/2023 13:00,24766
6/4/2023 13:00,24766
6/4/2023 13:00,24766
6/4/2023 13:00,24543
6/4/2023 13:00,24319
6/4/2023 13:00,24766
6/4/2023 14:00,25324
6/4/2023 14:00,25461
6/4/2023 14:00,25461
6/4/2023 14:00,25461
6/4/2023 14:00,25461
6/4/2023 14:00,25162
6/4/2023 14:00,24975
6/4/2023 14:00,25461
6/4/2023 15:00,26368
6/4/2023 15:00,26495
6/4/2023 15:00,26495
6/4/2023 15:00,26495
6/4/2023 15:00,26495
6/4/2023 15:00,25917
6/4/2023 15:00,26066
6/4/2023 15:00,26495
6/4/2023 16:00,27614
6/4/2023 16:00,27757
6/4/2023 16:00,27757
6/4/2023 16:00,27757
6/4/2023 16:00,27757
6/4/2023 16:00,27444
6/4/2023 16:00,27216
6/4/2023 16:00,27384
6/4/2023 16:00,27757
6/4/2023 17:00,28742
6/4/2023 17:00,28857
6/4/2023 17:00,28857
6/4/2023 17:00,28857
6/4/2023 17:00,28857
6/4/2023 17:00,28442
6/4/2023 17:00,28521
6/4/2023 17:00,28521
6/4/2023 17:00,28857
6/4/2023 18:00,29112
6/4/2023 18:00,29223
6/4/2023 18:00,29223
6/4/2023 18:00,29223
6/4/2023 18:00,29223
6/4/2023 18:00,28902
6/4/2023 18:00,29018
6/4/2023 18:00,29018
6/4/2023 18:00,29223
6/4/2023 19:00,29042
6/4/2023 19:00,29126
6/4/2023 19:00,29126
6/4/2023 19:00,29126
6/4/2023 19:00,29126
6/4/2023 19:00,29010
6/4/2023 19:00,29126
6/4/2023 19:00,29126
6/4/2023 19:00,29126
6/4/2023 20:00,28824
6/4/2023 20:00,28858
6/4/2023 20:00,28858
6/4/2023 20:00,28858
6/4/2023 20:00,28858
6/4/2023 20:00,28797
6/4/2023 20:00,28858
6/4/2023 20:00,28858
6/4/2023 20:00,28858
6/4/2023 21:00,27905
6/4/2023 21:00,27919
6/4/2023 21:00,27919
6/4/2023 21:00,27919
6/4/2023 21:00,27919
6/4/2023 21:00,27932
6/4/2023 21:00,27919
6/4/2023 21:00,27919
6/4/2023 21:00,27919
6/4/2023 22:00,26077
6/4/2023 22:00,26111
6/4/2023 22:00,26111
6/4/2023 22:00,26111
6/4/2023 22:00,26111
6/4/2023 22:00,25998
6/4/2023 22:00,26111
6/4/2023 22:00,26111
6/4/2023 22:00,26111
6/4/2023 22:00,26111
6/4/2023 23:00,24180
6/4/2023 23:00,24213
6/4/2023 23:00,24213
6/4/2023 23:00,24213
6/4/2023 23:00,24213
6/4/2023 23:00,24404
6/4/2023 23:00,24213
6/4/2023 23:00,24213
6/4/2023 23:00,24213
6/4/2023 23:00,24213
6/5/2023 0:00,22516
6/5/2023 0:00,22433
6/5/2023 0:00,22433
6/5/2023 0:00,22433
6/5/2023 0:00,22667
6/5/2023 1:00,21510
6/5/2023 1:00,21430
6/5/2023 1:00,21430
6/5/2023 1:00,21430
6/5/2023 1:00,21515
6/5/2023 2:00,20924
6/5/2023 2:00,20864
6/5/2023 2:00,20864
6/5/2023 2:00,20864
6/5/2023 2:00,21035
6/5/2023 3:00,20703
6/5/2023 3:00,20650
6/5/2023 3:00,20650
6/5/2023 3:00,20650
6/5/2023 3:00,20820
6/5/2023 4:00,21043
6/5/2023 4:00,20992
6/5/2023 4:00,20992
6/5/2023 4:00,20992
6/5/2023 4:00,21205
6/5/2023 4:00,20977
6/5/2023 5:00,22176
6/5/2023 5:00,22151
6/5/2023 5:00,22151
6/5/2023 5:00,22151
6/5/2023 5:00,22407
6/5/2023 5:00,22150
6/5/2023 6:00,23963
6/5/2023 6:00,23978
6/5/2023 6:00,23978
6/5/2023 6:00,23978
6/5/2023 6:00,23978
6/5/2023 6:00,23786
6/5/2023 7:00,25450
6/5/2023 7:00,25457
6/5/2023 7:00,25457
6/5/2023 7:00,25457
6/5/2023 7:00,25457
6/5/2023 7:00,25087
6/5/2023 8:00,26178
6/5/2023 8:00,26144
6/5/2023 8:00,26144
6/5/2023 8:00,26144
6/5/2023 8:00,26144
6/5/2023 8:00,26244
6/5/2023 8:00,25926
6/5/2023 9:00,26554
6/5/2023 9:00,26476
6/5/2023 9:00,26476
6/5/2023 9:00,26476
6/5/2023 9:00,26476
6/5/2023 9:00,26643
6/5/2023 9:00,26389
6/5/2023 10:00,26908
6/5/2023 10:00,26826
6/5/2023 10:00,26826
6/5/2023 10:00,26826
6/5/2023 10:00,26826
6/5/2023 10:00,26753
6/5/2023 10:00,27037
6/5/2023 10:00,26826
6/5/2023 11:00,27329
6/5/2023 11:00,27554
6/5/2023 11:00,27554
6/5/2023 11:00,27554
6/5/2023 11:00,27554
6/5/2023 11:00,27159
6/5/2023 11:00,27383
6/5/2023 11:00,27554
6/5/2023 12:00,27931
6/5/2023 12:00,28105
6/5/2023 12:00,28105
6/5/2023 12:00,28105
6/5/2023 12:00,28105
6/5/2023 12:00,27690
6/5/2023 12:00,27936
6/5/2023 12:00,28105
6/5/2023 13:00,28729
6/5/2023 13:00,29003
6/5/2023 13:00,29003
6/5/2023 13:00,29003
6/5/2023 13:00,29003
6/5/2023 13:00,28452
6/5/2023 13:00,28676
6/5/2023 13:00,29003
6/5/2023 14:00,29566
6/5/2023 14:00,29895
6/5/2023 14:00,29895
6/5/2023 14:00,29895
6/5/2023 14:00,29895
6/5/2023 14:00,29480
6/5/2023 14:00,29704
6/5/2023 14:00,29895
6/5/2023 15:00,30628
6/5/2023 15:00,30934
6/5/2023 15:00,30934
6/5/2023 15:00,30934
6/5/2023 15:00,30934
6/5/2023 15:00,30464
6/5/2023 15:00,30688
6/5/2023 15:00,30934
6/5/2023 16:00,31909
6/5/2023 16:00,31963
6/5/2023 16:00,31963
6/5/2023 16:00,31963
6/5/2023 16:00,31963
6/5/2023 16:00,31480
6/5/2023 16:00,31717
6/5/2023 16:00,31963
6/5/2023 16:00,31963
6/5/2023 17:00,32864
6/5/2023 17:00,32720
6/5/2023 17:00,32720
6/5/2023 17:00,32720
6/5/2023 17:00,32720
6/5/2023 17:00,32450
6/5/2023 17:00,32720
6/5/2023 17:00,32720
6/5/2023 17:00,32720
6/5/2023 18:00,32974
6/5/2023 18:00,32899
6/5/2023 18:00,32899
6/5/2023 18:00,32899
6/5/2023 18:00,32899
6/5/2023 18:00,32481
6/5/2023 18:00,32899
6/5/2023 18:00,32899
6/5/2023 18:00,32899
6/5/2023 19:00,32439
6/5/2023 19:00,32437
6/5/2023 19:00,32437
6/5/2023 19:00,32437
6/5/2023 19:00,32437
6/5/2023 19:00,31944
6/5/2023 19:00,32437
6/5/2023 19:00,32437
6/5/2023 19:00,32437
6/5/2023 20:00,31865
6/5/2023 20:00,31911
6/5/2023 20:00,31911
6/5/2023 20:00,31911
6/5/2023 20:00,31911
6/5/2023 20:00,31486
6/5/2023 20:00,31911
6/5/2023 20:00,31911
6/5/2023 20:00,31911
6/5/2023 21:00,30654
6/5/2023 21:00,30503
6/5/2023 21:00,30503
6/5/2023 21:00,30503
6/5/2023 21:00,30503
6/5/2023 21:00,30294
6/5/2023 21:00,30503
6/5/2023 21:00,30503
6/5/2023 21:00,30503
6/5/2023 22:00,28252
6/5/2023 22:00,28103
6/5/2023 22:00,28103
6/5/2023 22:00,28103
6/5/2023 22:00,28103
6/5/2023 22:00,27464
6/5/2023 22:00,27951
6/5/2023 22:00,28103
6/5/2023 22:00,28103
6/5/2023 22:00,28103
6/5/2023 23:00,25853
6/5/2023 23:00,25704
6/5/2023 23:00,25704
6/5/2023 23:00,25704
6/5/2023 23:00,25704
6/5/2023 23:00,25186
6/5/2023 23:00,25513
6/5/2023 23:00,25704
6/5/2023 23:00,25704
6/5/2023 23:00,25704
6/6/2023 0:00,24057
6/6/2023 0:00,23576
6/6/2023 0:00,23576
6/6/2023 0:00,23576
6/6/2023 0:00,23328
6/6/2023 1:00,22820
6/6/2023 1:00,22363
6/6/2023 1:00,22363
6/6/2023 1:00,22363
6/6/2023 1:00,22115
6/6/2023 2:00,22104
6/6/2023 2:00,21749
6/6/2023 2:00,21749
6/6/2023 2:00,21749
6/6/2023 2:00,21625
6/6/2023 3:00,21734
6/6/2023 3:00,21437
6/6/2023 3:00,21437
6/6/2023 3:00,21437
6/6/2023 3:00,21344
6/6/2023 4:00,21970
6/6/2023 4:00,21786
6/6/2023 4:00,21786
6/6/2023 4:00,21786
6/6/2023 4:00,21786
6/6/2023 4:00,21461
6/6/2023 5:00,23080
6/6/2023 5:00,22971
6/6/2023 5:00,22971
6/6/2023 5:00,22971
6/6/2023 5:00,22971
6/6/2023 5:00,22793
6/6/2023 6:00,24979
6/6/2023 6:00,25021
6/6/2023 6:00,25021
6/6/2023 6:00,25021
6/6/2023 6:00,25021
6/6/2023 6:00,24843
6/6/2023 7:00,26605
6/6/2023 7:00,26597
6/6/2023 7:00,26597
6/6/2023 7:00,26597
6/6/2023 7:00,26597
6/6/2023 7:00,26495
6/6/2023 8:00,27569
6/6/2023 8:00,27428
6/6/2023 8:00,27428
6/6/2023 8:00,27428
6/6/2023 8:00,27428
6/6/2023 8:00,26960
6/6/2023 8:00,27428
6/6/2023 9:00,28208
6/6/2023 9:00,27972
6/6/2023 9:00,27972
6/6/2023 9:00,27972
6/6/2023 9:00,27972
6/6/2023 9:00,27609
6/6/2023 9:00,27972
6/6/2023 10:00,28951
6/6/2023 10:00,28677
6/6/2023 10:00,28677
6/6/2023 10:00,28677
6/6/2023 10:00,28677
6/6/2023 10:00,27243
6/6/2023 10:00,28335
6/6/2023 10:00,28677
6/6/2023 11:00,29788
6/6/2023 11:00,29566
6/6/2023 11:00,29566
6/6/2023 11:00,29566
6/6/2023 11:00,29566
6/6/2023 11:00,27700
6/6/2023 11:00,29267
6/6/2023 11:00,29566
6/6/2023 12:00,30728
6/6/2023 12:00,30521
6/6/2023 12:00,30521
6/6/2023 12:00,30521
6/6/2023 12:00,30521
6/6/2023 12:00,28801
6/6/2023 12:00,30263
6/6/2023 12:00,30521
6/6/2023 13:00,31731
6/6/2023 13:00,31632
6/6/2023 13:00,31632
6/6/2023 13:00,31632
6/6/2023 13:00,31632
6/6/2023 13:00,30120
6/6/2023 13:00,31400
6/6/2023 13:00,31632
6/6/2023 14:00,32738
6/6/2023 14:00,32640
6/6/2023 14:00,32640
6/6/2023 14:00,32640
6/6/2023 14:00,32640
6/6/2023 14:00,31534
6/6/2023 14:00,32370
6/6/2023 14:00,32640
6/6/2023 15:00,33910
